Administrative,Informational,ProductRelated,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Customer Name,City,State,Email,Weekend,total_duration,Revenue
0,0,42,0,0.004761905,0,0,Mar,2,2,1,1,Returning_Visitor,Chase Jackson,Kirkfurt,Georgia,chase.jackson@gmail.com,FALSE,1185.666667,Non-Buyers
3,0,18,0.00952381,0.019047619,0,0,Oct,2,5,2,2,New_Visitor,Candace Anderson,Cheyenneview,Idaho,candace.anderson@gmail.com,FALSE,1126.8200000000002,Non-Buyers
5,0,111,0.002678571,0.019613095,3.696136038,0,Dec,2,2,3,1,Returning_Visitor,Christina Watson,Ellishaven,South Carolina,christina.watson@gmail.com,FALSE,8790.983333,Non-Buyers
1,0,26,0.007692308,0.025641026,0,0,Dec,2,2,1,1,Returning_Visitor,Kenneth Bennett,Port Melissaport,New Mexico,kenneth.bennett@gmail.com,TRUE,1715.833333,Non-Buyers
2,0,5,0,0.033333333,0,0,Aug,2,2,1,2,New_Visitor,Michael Woodard,Port Alyssashire,Kentucky,michael.woodard@gmail.com,TRUE,321.4,Non-Buyers
1,0,22,0.053968254,0.056349206,0,0,May,3,2,4,5,Returning_Visitor,Michele Taylor,Lake Davidland,Rhode Island,michele.taylor@gmail.com,FALSE,384.75,Non-Buyers
0,1,38,0.005405405,0.022972973,0,0,Mar,2,2,4,1,Returning_Visitor,Joseph Warner,Jeanettestad,Kentucky,joseph.warner@gmail.com,FALSE,1700.016666,Non-Buyers
1,0,49,0.004,0.016,0,0,Mar,2,2,5,1,Returning_Visitor,Andrew Mcintyre,East Brandon,Virginia,andrew.mcintyre@gmail.com,FALSE,1690.083333,Non-Buyers
0,0,14,0.093333333,0.126666667,0,0,May,3,2,4,4,Returning_Visitor,Shannon Lawson,East Cathy,Colorado,shannon.lawson@gmail.com,FALSE,1501,Non-Buyers
4,0,40,0.009302326,0.016434109,0,0,Aug,2,2,3,5,Returning_Visitor,William Herman,Katherinestad,Minnesota,william.herman@gmail.com,FALSE,810.2547619000001,Non-Buyers
2,0,42,0,0.002051282,27.12804201,0,Mar,2,5,1,1,Returning_Visitor,Caroline Pierce,Michaelmouth,Georgia,caroline.pierce@gmail.com,FALSE,1826.983333,Non-Buyers
0,0,2,0.2,0.2,0,0,Aug,1,2,5,1,New_Visitor,Connie Lane,Longmouth,Missouri,connie.lane@gmail.com,FALSE,0,Non-Buyers
6,0,69,0.001408451,0.003553372,0,0,May,2,2,3,2,Returning_Visitor,Carlos Robertson,Johnfort,Rhode Island,carlos.robertson@gmail.com,FALSE,2490.297619,Non-Buyers
1,0,15,0,0.004166667,0,0,Jun,2,2,1,2,New_Visitor,Rose Carlson,New Kellychester,Tennessee,rose.carlson@gmail.com,FALSE,496.2,Non-Buyers
0,0,4,0.1,0.125,0,0,Mar,2,2,1,3,Returning_Visitor,Sara Garcia,New Traviston,Nevada,sara.garcia@gmail.com,TRUE,47,Non-Buyers
1,0,25,0,0.009615385,39.96971545,0,Aug,1,1,1,4,Returning_Visitor,Justin Scott,New Johnview,Delaware,justin.scott@gmail.com,TRUE,943,Non-Buyers
0,0,2,0.033333333,0.055555556,0,0,Nov,6,2,3,5,Returning_Visitor,Robert Norris,Jillbury,North Carolina,robert.norris@gmail.com,FALSE,180.1470588,Non-Buyers
0,0,4,0.1,0.125,0,0.8,May,3,2,5,5,Returning_Visitor,Natalie Smith,East Sethborough,Arizona,natalie.smith@gmail.com,FALSE,31,Non-Buyers
0,0,29,0.014285714,0.02173913,0,0,Nov,1,5,1,5,New_Visitor,Lawrence Santos,Port Mark,Tennessee,lawrence.santos@gmail.com,FALSE,488.4090909,Buyers
0,0,2,0,0.1,0,0,May,2,5,5,3,Returning_Visitor,Michael Miller,Ellisonborough,Missouri,michael.miller@gmail.com,FALSE,15,Non-Buyers
0,0,7,0.114285714,0.142857143,0,0,Dec,1,1,4,3,Returning_Visitor,Thomas Richardson,Kristinberg,North Carolina,thomas.richardson@gmail.com,TRUE,72.25,Non-Buyers
8,6,45,0.009090909,0.01644733,2.842307011,0,Mar,3,2,1,2,Returning_Visitor,Corey Holland,North Davidburgh,Montana,corey.holland@gmail.com,TRUE,2592.186938,Non-Buyers
0,0,1,0.2,0.2,0,0,Dec,2,5,5,5,Returning_Visitor,Sarah Taylor,Michaelborough,New Mexico,sarah.taylor@gmail.com,FALSE,0,Non-Buyers
3,0,8,0.02,0.013333333,0,0,Nov,3,2,1,2,New_Visitor,Carol Carter,Biancashire,Alaska,carol.carter@gmail.com,FALSE,191.8333333,Non-Buyers
0,0,13,0.015384615,0.020512821,0,0,Dec,2,2,1,5,Returning_Visitor,Anna Simpson,Lynnstad,Kentucky,anna.simpson@gmail.com,FALSE,1600,Non-Buyers
0,0,5,0.12,0.16,0,0,Nov,1,1,1,3,Returning_Visitor,Sherri Martin,South Alanview,Maine,sherri.martin@gmail.com,FALSE,44.5,Non-Buyers
0,0,22,0,0.027272727,0,0,Aug,2,4,1,3,Returning_Visitor,Erin Adkins,East Lindsayton,California,erin.adkins@gmail.com,FALSE,337.1,Non-Buyers
0,0,7,0,0.00952381,0,0,Mar,2,2,4,1,Returning_Visitor,Joseph Lynch,Port Rebecca,Alaska,joseph.lynch@gmail.com,FALSE,261.5,Non-Buyers
3,0,7,0.066666667,0.074074074,0,0.4,May,3,2,2,5,Returning_Visitor,Sara Daniel,Kramerfurt,Mississippi,sara.daniel@gmail.com,FALSE,146.75,Non-Buyers
2,0,42,0,0.004761905,17.69657143,1,May,1,1,1,4,New_Visitor,Mark Rasmussen,Lake Nicoleberg,Missouri,mark.rasmussen@gmail.com,TRUE,1575.382468,Buyers
5,0,20,0.004347826,0.023913043,0,0,Mar,4,2,5,1,Returning_Visitor,Pamela Reed,Emmachester,New York,pamela.reed@gmail.com,FALSE,2400.080769,Non-Buyers
6,2,227,0.005701754,0.020960781,0,0,Nov,2,2,1,1,Returning_Visitor,Sara Butler,Hallmouth,Nebraska,sara.butler@gmail.com,FALSE,6936.729365,Non-Buyers
0,0,23,0,0.013043478,0,0,Nov,2,2,5,2,New_Visitor,Jeanette Ho,New Priscilla,Louisiana,jeanette.ho@gmail.com,TRUE,662.5,Buyers
0,0,1,0.2,0.2,0,0,Nov,8,5,5,5,Other,Carla Hall,New Lori,Utah,carla.hall@gmail.com,FALSE,0,Non-Buyers
4,0,126,0.001538462,0.015567766,3.333835543,0,Dec,2,2,3,2,Returning_Visitor,April Kirby,South Alan,Florida,april.kirby@gmail.com,FALSE,5044.678175,Non-Buyers
4,0,23,0.007407407,0.024074074,0,0,Mar,1,2,5,5,Returning_Visitor,Brittany Ramirez,New Laurenville,New Hampshire,brittany.ramirez@gmail.com,FALSE,652.5166667,Non-Buyers
0,0,57,0.035087719,0.061650605,0,0,Jun,3,2,3,5,Returning_Visitor,Christina Lopez,East Nathan,Louisiana,christina.lopez@gmail.com,FALSE,820.3636364,Non-Buyers
1,1,49,0.007843137,0.017647059,8.926823529,0,May,2,2,5,3,Returning_Visitor,Michelle Hays,Lake Johnville,Colorado,michelle.hays@gmail.com,FALSE,1560.583333,Buyers
9,0,20,0.012121212,0.023484848,0,0,Nov,3,2,3,2,Returning_Visitor,Kaitlyn Diaz,Curtismouth,Colorado,kaitlyn.diaz@gmail.com,FALSE,1667.333334,Non-Buyers
0,0,31.786971110565513,0,0.05,0,0,Dec,1,1,5,5,Returning_Visitor,Jennifer Watson,Dorothyfurt,New Jersey,jennifer.watson@gmail.com,FALSE,153.4409776,Non-Buyers
2,4,14,0.044444444,0.067397661,0,0,Sep,3,2,1,1,Returning_Visitor,Deborah Bryan,Mirandachester,New Mexico,deborah.bryan@gmail.com,FALSE,691.9101722,Non-Buyers
0,0,8,0.05,0.075,0,1,May,1,1,1,2,Returning_Visitor,Richard Mendoza,Markton,Arkansas,richard.mendoza@gmail.com,TRUE,358,Non-Buyers
0,0,3,0,0.066666667,0,0,Nov,2,2,4,3,Returning_Visitor,Cassidy Johnson,Port Bethchester,Alaska,cassidy.johnson@gmail.com,FALSE,23,Non-Buyers
5,0,47,0.019607843,0.046744236,3.322660364,0,Nov,3,2,2,1,Returning_Visitor,Kimberly Watson,Port Jonathanstad,Oklahoma,kimberly.watson@gmail.com,FALSE,1191.194444,Buyers
5,0,5,0,0.005,0,0,Aug,2,2,2,2,New_Visitor,Beth Morris,South Kathryn,Alaska,beth.morris@gmail.com,FALSE,78.6,Buyers
4,0,22,0.004545455,0.031907308,0,0,Mar,3,2,1,1,Returning_Visitor,Kelsey Miller,Ryanport,Rhode Island,kelsey.miller@gmail.com,FALSE,1022.809524,Non-Buyers
2,0,23,0.066666667,0.101449275,0,0,Nov,2,2,1,1,Returning_Visitor,Ariana Hernandez,Port Jennifer,Maryland,ariana.hernandez@gmail.com,FALSE,454,Non-Buyers
0,0,2,0.2,0.2,0,0,Jun,3,2,5,5,Returning_Visitor,Christina Simpson,Timothyburgh,Vermont,christina.simpson@gmail.com,FALSE,0,Non-Buyers
1,0,23,0,0.009090909,0,0,Sep,2,2,2,2,New_Visitor,Regina Parker,New Danny,Massachusetts,regina.parker@gmail.com,FALSE,579.3,Non-Buyers
2.321814608581723,0.5029048359381393,1,0.2,0.2,0,0,Jul,1,1,1,2,Returning_Visitor,Colton Montgomery,Sandrahaven,Indiana,colton.montgomery@gmail.com,FALSE,0,Non-Buyers
0,0,4,0.05,0.1,0,0,Nov,2,2,1,5,Returning_Visitor,Derek Smith,Alyssaview,Indiana,derek.smith@gmail.com,FALSE,18,Non-Buyers
0,0,2,0,0.1,0,0,Mar,2,5,5,1,Returning_Visitor,Gina Jackson,Bondhaven,Louisiana,gina.jackson@gmail.com,FALSE,7,Non-Buyers
0,0,1,0.2,0.2,0,0.6,Feb,4,2,1,3,Returning_Visitor,John Hodges,Snydermouth,Hawaii,john.hodges@gmail.com,FALSE,0,Non-Buyers
2,2,23,0,0.004166667,0,0,Jul,2,2,2,1,New_Visitor,John Jackson,South Brandon,Hawaii,john.jackson@gmail.com,FALSE,1128.795238,Non-Buyers
3,0,7,0,0.02,0,0,Mar,2,2,1,5,New_Visitor,Timothy Martinez,Jamesborough,New Mexico,timothy.martinez@gmail.com,TRUE,92.5,Non-Buyers
0,4,66,0.022887324,0.044913928,0,0,Dec,2,2,5,2,Returning_Visitor,Julie Brown,East Michellebury,Arkansas,julie.brown@gmail.com,FALSE,1522.83631,Non-Buyers
4,0,2,0,0.04,0,0,Dec,2,2,1,2,New_Visitor,Benjamin Jones,East Thomas,Kentucky,benjamin.jones@gmail.com,FALSE,71.5,Non-Buyers
0,5,2,0,0.033333333,0,0,Nov,2,2,4,2,Returning_Visitor,Nathaniel Newman,South Justin,Connecticut,nathaniel.newman@gmail.com,FALSE,85,Non-Buyers
8,2,71,0.018333333,0.035661897,0,0,Nov,2,2,1,1,Returning_Visitor,Alexandra Fields,New Sandra,Louisiana,alexandra.fields@gmail.com,FALSE,1801.128571,Non-Buyers
15,2,50,0,0.004371585,40.77935433,0,Nov,2,2,4,2,Returning_Visitor,Derek Jones,East Garyfurt,New York,derek.jones@gmail.com,FALSE,2586.42,Buyers
9,0,6,0,0.02,0,0,May,3,5,1,5,New_Visitor,Joseph Ward,North Zachary,Wyoming,joseph.ward@gmail.com,FALSE,469,Non-Buyers
0,0,4,0,0.05,0,0,Nov,2,2,3,5,Returning_Visitor,Brian Pearson,Juliaview,New Mexico,brian.pearson@gmail.com,TRUE,47,Non-Buyers
4,0,50,0.007843137,0.018300654,0,0,Mar,2,2,3,3,Returning_Visitor,Greg Rodgers,South Brandonhaven,Indiana,greg.rodgers@gmail.com,FALSE,1365.733334,Non-Buyers
0,0,4,0,0.025,5.903402354316805,0.6,Feb,1,1,1,4,Returning_Visitor,Mary Nguyen,East Jackie,Tennessee,mary.nguyen@gmail.com,FALSE,105,Non-Buyers
5,2,30,0,0.013376623,54.121714,0,Nov,1,2,3,2,Returning_Visitor,Roy Collins,Princeshire,Maine,roy.collins@gmail.com,TRUE,1486.3999996999999,Non-Buyers
0,0,10,0,0.01,0,0,Mar,1,1,1,2,Returning_Visitor,Tabitha Pineda,Murphystad,Montana,tabitha.pineda@gmail.com,TRUE,226.8333333,Non-Buyers
7,3,25,0.006451613,0.023297491,6.402612903,0,May,2,2,4,4,Returning_Visitor,Jessica Arnold,Shawnborough,Pennsylvania,jessica.arnold@gmail.com,TRUE,614.9166667,Non-Buyers
4,0,11,0,0.015384615,0,0,Nov,2,2,3,2,New_Visitor,Amanda Hansen,North Edwardhaven,Maryland,amanda.hansen@gmail.com,TRUE,322.125,Non-Buyers
0,0,5,0.053333333,0.096,0,0,May,2,5,3,4,Returning_Visitor,Daniel Miranda,Andersonfort,Wyoming,daniel.miranda@gmail.com,FALSE,331.3333333,Non-Buyers
18,6,168,0.006631763,0.013527508,10.15064372,0,Aug,2,2,3,1,Returning_Visitor,Jonathan Murphy,Thomasmouth,Rhode Island,jonathan.murphy@gmail.com,TRUE,6290.338759,Non-Buyers
0,0,12,0,0.018181818,49.62545455,0,May,2,4,5,2,New_Visitor,Jessica Crawford,West Robert,North Carolina,jessica.crawford@gmail.com,FALSE,554.5,Buyers
1,2,63,0,0.015025253,0,0,Nov,3,2,1,2,New_Visitor,Lisa Frederick,Dennistown,Oregon,lisa.frederick@gmail.com,TRUE,2037.738095,Non-Buyers
0,0,2,0,0.1,0,0.8,May,1,1,4,1,Returning_Visitor,Olivia Gardner,South Renee,Delaware,olivia.gardner@gmail.com,FALSE,648,Non-Buyers
2,0,21,0.047619048,0.068253968,0,0,May,2,5,1,3,Returning_Visitor,Robert Anderson,Kaitlynfort,Hawaii,robert.anderson@gmail.com,FALSE,474.952381,Non-Buyers
0,0,5,0.12,0.16,0,0,Mar,1,5,1,1,Returning_Visitor,Patricia Higgins,Joneschester,South Carolina,patricia.higgins@gmail.com,FALSE,210,Non-Buyers
0,0,80,0.0025,0.026547619,0,0,Nov,2,2,1,2,Returning_Visitor,Alyssa Odonnell,Keithmouth,Maine,alyssa.odonnell@gmail.com,FALSE,3734.958333,Non-Buyers
2,4,21,0.016666667,0.037179487,0,0,Oct,2,2,5,3,Returning_Visitor,Stacy Jacobs,Josephstad,Oregon,stacy.jacobs@gmail.com,TRUE,1814.3,Non-Buyers
1,1,81,0,0.000833333,0,0.6,May,2,4,3,4,Returning_Visitor,Michelle Gallegos,Hernandezchester,Nebraska,michelle.gallegos@gmail.com,FALSE,1451.668627,Non-Buyers
0,0,6,0,0.016666667,0,0,Nov,3,2,1,5,New_Visitor,Lori Mendoza,West Erinbury,Alabama,lori.mendoza@gmail.com,TRUE,114.4166667,Non-Buyers
0,0,37,0,0.021959459,0,0,Nov,2,2,5,2,Returning_Visitor,Monica Day,Maryfurt,Maryland,monica.day@gmail.com,FALSE,582.2666667,Non-Buyers
3,0,32,0,0.005714286,16.7293697,0,Dec,2,4,3,2,New_Visitor,Angela Dorsey,Lake Morgan,Wisconsin,angela.dorsey@gmail.com,FALSE,1759,Buyers
0,0.5029048359381393,72,0,0.014851055,0,0,Nov,1,1,1,2,Returning_Visitor,Suzanne Gibson,East Vincent,Rhode Island,suzanne.gibson@gmail.com,FALSE,1575.5993106325302,Buyers
7,4,87,0.00326087,0.02113009,0,0,Nov,2,2,3,2,Returning_Visitor,Michelle Barnes,Michaelburgh,Wyoming,michelle.barnes@gmail.com,FALSE,5271.292857,Non-Buyers
0,0,13,0.069230769,0.102564103,0,0,Mar,1,1,3,3,Returning_Visitor,Dean Nguyen,West Kendramouth,Rhode Island,dean.nguyen@gmail.com,FALSE,437.25,Non-Buyers
12,0,38,0.004347826,0.020434783,13.28070081,0,Dec,1,1,5,3,Returning_Visitor,Howard White,New Jessica,Connecticut,howard.white@gmail.com,FALSE,1075.883333,Non-Buyers
2,0,21,0,0.022857143,5.903402354316805,0.6,May,4,1,1,2,Returning_Visitor,Joy Taylor,Clarkbury,North Dakota,joy.taylor@gmail.com,FALSE,2028.833333,Non-Buyers
0,0,11,0,0.027272727,0,0,Mar,2,5,2,3,Returning_Visitor,Benjamin Lopez,South Philiphaven,Rhode Island,benjamin.lopez@gmail.com,FALSE,919,Non-Buyers
2,0,3,0,0.02,0,0,Nov,3,2,5,2,New_Visitor,Ryan Gonzalez,South Jacobmouth,New Hampshire,ryan.gonzalez@gmail.com,FALSE,127.1666667,Non-Buyers
0,0,16,0,0.014285714,0,0,May,2,2,1,2,Returning_Visitor,Brian Buchanan,East Darrellland,Iowa,brian.buchanan@gmail.com,FALSE,680.75,Non-Buyers
0,0,2,0.2,0.2,0,0,Dec,2,2,1,5,Returning_Visitor,Sandra Williams,New Brendanfort,Vermont,sandra.williams@gmail.com,FALSE,0,Non-Buyers
6,0,14,0,0.010526316,0,0,Oct,4,1,3,5,New_Visitor,Angela Sullivan,Lake Brianland,Nevada,angela.sullivan@gmail.com,FALSE,905.5,Buyers
0,0,19,0,0.010526316,28.03452632,0.2,May,2,2,2,2,Returning_Visitor,Dylan Duran,East Robert,Ohio,dylan.duran@gmail.com,FALSE,806.8333333,Buyers
0,0,7,0,0.00952381,0,0,May,1,1,1,2,Returning_Visitor,Joshua Rodriguez,Brookstown,Minnesota,joshua.rodriguez@gmail.com,FALSE,203.6666667,Non-Buyers
2,0,9,0.018181818,0.036363636,0,0,Dec,3,2,3,2,New_Visitor,Betty Hines,North Tracy,South Dakota,betty.hines@gmail.com,FALSE,209.66666666999998,Non-Buyers
4,0,28,0.00625,0.0125,0,0,Nov,2,2,5,2,New_Visitor,Jose Wilson,West Danielle,Wyoming,jose.wilson@gmail.com,TRUE,1314.286667,Non-Buyers
4,0,6,0,0.037037037,0,0,Nov,1,2,1,2,Returning_Visitor,Benjamin Lee,North Gina,Wisconsin,benjamin.lee@gmail.com,FALSE,247.55,Non-Buyers
0,1,22,0,0.020289855,0,0,Dec,2,2,5,2,New_Visitor,Luis Garcia,Larrymouth,Maryland,luis.garcia@gmail.com,FALSE,2659,Buyers
4,0,66,0,0.015920398,62.40576241,0,Nov,4,1,2,2,Returning_Visitor,Sean Nguyen,West Davidtown,Arizona,sean.nguyen@gmail.com,FALSE,2587.053571,Non-Buyers
0,0,51,0.008,0.0345,0,0,Nov,2,2,5,2,Returning_Visitor,Russell Bond,New Cynthia,Maine,russell.bond@gmail.com,FALSE,874.4047619,Non-Buyers
3,0,20,0,0.019047619,32.43717827,0,Dec,2,5,1,1,Returning_Visitor,Amanda Phillips,East Cory,Massachusetts,amanda.phillips@gmail.com,TRUE,661.75,Buyers
2,0,25,0,0.009615385,0,0,Mar,2,4,4,1,Returning_Visitor,Tony Barron,Port Andrewhaven,Arizona,tony.barron@gmail.com,FALSE,987.1,Non-Buyers
15,2,54,0,0.006127451,37.41814196,0,Mar,3,2,3,2,New_Visitor,Brian Wilson,East Jeanettebury,Indiana,brian.wilson@gmail.com,TRUE,2587.992352,Non-Buyers
2,1,72,0.006140351,0.029986961,0,0,Aug,1,1,2,2,Returning_Visitor,Nathan Baker,North Tonyhaven,California,nathan.baker@gmail.com,FALSE,2157.867925,Non-Buyers
0,0,2,0,0.05,0,0,Oct,2,4,1,2,Returning_Visitor,Alexa Ritter,Carrieshire,Maryland,alexa.ritter@gmail.com,TRUE,93.6,Non-Buyers
0,0,11,0.036363636,0.072727273,0,0,Nov,1,1,4,3,Returning_Visitor,Megan Fisher,West Keithchester,Oklahoma,megan.fisher@gmail.com,FALSE,572,Non-Buyers
5,1,66,0,0.002159624,0,0,Mar,2,2,5,1,Returning_Visitor,Johnny Gonzalez,South Christina,Mississippi,johnny.gonzalez@gmail.com,FALSE,5041.972222,Non-Buyers
0,0,45,0.004545455,0.015909091,0,0,Nov,2,4,1,1,Returning_Visitor,Donald Alvarez,Robertfort,Colorado,donald.alvarez@gmail.com,FALSE,2347.333333,Non-Buyers
7,3,69,0.012088889,0.018292063,0,0,Dec,3,2,2,2,Returning_Visitor,Craig Sanders,West Jennifer,Tennessee,craig.sanders@gmail.com,FALSE,2711.905769,Non-Buyers
0,0,29,0.020689655,0.01954023,0,0,May,3,2,1,3,Returning_Visitor,Gary Anderson,Whiteville,Iowa,gary.anderson@gmail.com,FALSE,364.1666667,Non-Buyers
0,0,1,0,0,58.37208988,0,Nov,2,2,4,5,Returning_Visitor,Brittany Reyes,North Ashleyshire,Florida,brittany.reyes@gmail.com,FALSE,27.2,Buyers
10,0,171,0.001098901,0.005494505,0,0,Oct,2,5,4,2,Returning_Visitor,Tara Perez,West Christopherview,Michigan,tara.perez@gmail.com,FALSE,6301.97,Buyers
4,0,6,0.025,0.025,0,0,Sep,3,2,3,5,Returning_Visitor,Rachel Ellis,Adkinsberg,Arizona,rachel.ellis@gmail.com,FALSE,489.4,Non-Buyers
4,0,57,0.003508772,0.029239766,5.304,0,May,2,5,2,5,Returning_Visitor,Juan Hernandez,Brownside,Vermont,juan.hernandez@gmail.com,TRUE,1028.916667,Non-Buyers
0,0,38,0.005263158,0.021052632,0,0,Nov,4,1,5,3,Returning_Visitor,Jessica Vaughan,Robinsonbury,West Virginia,jessica.vaughan@gmail.com,FALSE,624.5,Non-Buyers
0,2,18,0,0.01,0,0,Dec,8,2,5,2,New_Visitor,Christopher Sosa,South James,Indiana,christopher.sosa@gmail.com,TRUE,554.5,Non-Buyers
0,0,20,0.002857143,0.0295,0,1,May,3,2,1,2,Returning_Visitor,Shelly Newman,East Mary,Oklahoma,shelly.newman@gmail.com,TRUE,379.4166667,Non-Buyers
1,0,13,0,0.005555556,0,0,Mar,2,2,3,2,Returning_Visitor,Sherri Olson,Pamelaton,Missouri,sherri.olson@gmail.com,TRUE,844.6619047300001,Non-Buyers
1,4,99,0.007189542,0.020421866,0,0,Nov,2,2,1,5,Returning_Visitor,Michael Wright,West Luismouth,Maryland,michael.wright@gmail.com,FALSE,3627.789683,Buyers
1,0,22,0,0.002173913,0,0,May,2,4,3,4,Returning_Visitor,Linda Burgess,Lake Kevinmouth,West Virginia,linda.burgess@gmail.com,FALSE,787.6666667,Non-Buyers
7,0,31.786971110565513,0.008,0.012,0,0,Dec,1,1,1,3,Returning_Visitor,Misty Leon,Moonville,Delaware,misty.leon@gmail.com,FALSE,512.4409776,Non-Buyers
0,0,4,0,0.025,0,0,May,1,1,2,4,Returning_Visitor,Sarah Crawford,Austinland,Connecticut,sarah.crawford@gmail.com,TRUE,81.5,Non-Buyers
0,0,34,0,0.005882353,5.860439769,0,Sep,2,2,5,2,Returning_Visitor,Ryan Flores,West Adrianview,Vermont,ryan.flores@gmail.com,FALSE,538.48,Buyers
0,0,35,0.005714286,0.023619048,0,0,Mar,2,2,1,1,Returning_Visitor,Mary Daniels,West James,Alabama,mary.daniels@gmail.com,FALSE,1231.160256,Non-Buyers
6,3,49,0.000308642,0.026591844,43.3616369,0,Mar,1,1,1,2,Returning_Visitor,Joy Harvey,West Charles,California,joy.harvey@gmail.com,FALSE,2862.271242,Buyers
4,7,58,0.016923077,0.035377102,0,0,Aug,2,2,5,1,Returning_Visitor,Jenna Richardson,Saraside,Massachusetts,jenna.richardson@gmail.com,TRUE,1646.516488,Non-Buyers
0,0,16,0.05625,0.1,0,0,Jun,2,2,5,1,Returning_Visitor,Gloria Jackson,Hallhaven,Oklahoma,gloria.jackson@gmail.com,FALSE,149.9,Non-Buyers
2,0,22,0,0.00125,0,0,May,1,1,5,4,Returning_Visitor,Melanie Rice,Martinstad,Massachusetts,melanie.rice@gmail.com,FALSE,507.0714286,Non-Buyers
2,2,16,0,0.002222222,0,0,Mar,2,2,5,2,New_Visitor,Jorge Morgan,Port Chelsey,Kansas,jorge.morgan@gmail.com,TRUE,669.3333333,Non-Buyers
1,0,12,0.06,0.09,0,0,Jun,3,2,3,5,Returning_Visitor,Lisa Larsen,New David,Kentucky,lisa.larsen@gmail.com,FALSE,277.45,Non-Buyers
1,0,65,0.00625,0.0203125,2.734351538,0,Dec,2,2,1,2,Returning_Visitor,Gabriel Ramirez,Port Amberfort,Maryland,gabriel.ramirez@gmail.com,TRUE,732.0916667,Buyers
0,0,7,0.2,0.2,0,0,Jun,2,2,5,5,Returning_Visitor,Joseph Joseph,Port Anne,Iowa,joseph.joseph@gmail.com,FALSE,0,Non-Buyers
1,0,10,0.022222222,0.014814815,0,0,May,3,2,5,5,New_Visitor,Wendy Moran,Ryanville,Texas,wendy.moran@gmail.com,TRUE,1099,Non-Buyers
1,0,9,0,0.0125,0,0,May,2,4,1,4,New_Visitor,Misty Williams,South Brianchester,Kentucky,misty.williams@gmail.com,TRUE,575.6666667,Non-Buyers
8,0,64,0,0.016086957,7.868950242,0,May,2,2,2,5,Returning_Visitor,Kenneth Christian,New Kristen,Kansas,kenneth.christian@gmail.com,TRUE,1653.711111,Non-Buyers
2,1,44,0,0.004545455,0,0,May,1,1,2,2,New_Visitor,Kathryn Williams,Donnaberg,Alabama,kathryn.williams@gmail.com,TRUE,1485.95,Non-Buyers
0,0,1,0.2,0.2,0,0,Dec,2,2,1,5,Returning_Visitor,Brianna Thomas,East Leahville,Texas,brianna.thomas@gmail.com,FALSE,0,Non-Buyers
0,0,4,0,0.025,0,0,Mar,2,2,5,2,Returning_Visitor,Cody Fry,North Seanshire,Kentucky,cody.fry@gmail.com,FALSE,57,Non-Buyers
1,1,19,0.016,0.024884615,19.3154,0,May,3,2,1,2,Returning_Visitor,Alexis Mccoy,Popehaven,South Carolina,alexis.mccoy@gmail.com,FALSE,1128.690476,Non-Buyers
1,0,9,0,0.02,0,0,Mar,4,1,3,3,Returning_Visitor,Joseph Wang,Cunninghamfort,Pennsylvania,joseph.wang@gmail.com,FALSE,2402.5,Non-Buyers
4,0,8,0,0.02,0,0,Mar,2,2,2,1,Returning_Visitor,Jeremy Nielsen,Jackberg,New Jersey,jeremy.nielsen@gmail.com,FALSE,193.72857140000002,Non-Buyers
0,0,13,0,0.015384615,34.97250838,0,Nov,1,1,1,2,New_Visitor,Timothy Terry,Lauraside,Texas,timothy.terry@gmail.com,FALSE,562.25,Buyers
0,0,3,0,0.066666667,0,0,Feb,1,1,3,3,Returning_Visitor,Robert Bates,East Josephport,Georgia,robert.bates@gmail.com,FALSE,395,Non-Buyers
4,0,20,0.025,0.041666667,0,0,May,2,2,5,4,Returning_Visitor,Robert White,West Rodneybury,Tennessee,robert.white@gmail.com,FALSE,991.7976191,Non-Buyers
0,0,28,0.013580247,0.032839506,0,0,Nov,1,1,1,5,Returning_Visitor,Luis Sanders,West Bryan,North Dakota,luis.sanders@gmail.com,TRUE,630.0833333,Non-Buyers
0,0,2,0.2,0.2,0,0,Aug,1,1,3,1,Returning_Visitor,Heidi Kim,Elizabethport,Montana,heidi.kim@gmail.com,FALSE,0,Non-Buyers
0,0,38,0.026315789,0.03907496,0,0,Nov,2,2,1,3,Returning_Visitor,Justin Freeman,East Sarah,Alabama,justin.freeman@gmail.com,FALSE,883.55,Non-Buyers
0,0,1,0,0.1,0,0,May,3,2,5,2,Returning_Visitor,Eric Nguyen,Gomezburgh,New Hampshire,eric.nguyen@gmail.com,FALSE,43,Non-Buyers
0,0,64,0.0125,0.026739194,0,0,Nov,1,2,2,5,Returning_Visitor,Paige Rivera,Schultztown,Nevada,paige.rivera@gmail.com,TRUE,1911.610665,Non-Buyers
1,0,75,0.006578947,0.023128655,0,0,Dec,2,2,1,1,Returning_Visitor,Thomas Bird,New Amanda,Kentucky,thomas.bird@gmail.com,FALSE,1798.305952,Non-Buyers
1,1,19,0,0.010526316,21.2112655,0,Nov,2,5,1,5,New_Visitor,Gina Copeland,Port Michael,Tennessee,gina.copeland@gmail.com,FALSE,518.25,Buyers
0,0,3,0,0.066666667,0,0,May,2,2,5,2,Returning_Visitor,Evelyn Mclaughlin,Michaelhaven,Alaska,evelyn.mclaughlin@gmail.com,TRUE,60,Non-Buyers
